content,mid,like
最近好几个探店up主都翻车了，好担心，喜欢这种恋综的感觉希望一直更下去[酸了],212650212,1
可怜我们杭州两大名牌店。倒也完全不出意外。,436336792,1
其实是同价位的菜品我找个小餐馆，别人老板刚炒出来的，味道和口感都比你好，你不差评谁差评，也就是你环境比小餐馆好而已。简单点说就是为环境买单的，但是现在外婆家的装修啥的也没多好，很多都破破烂烂的感觉，那多出来的价格买就餐环境就更不值了,650468,1
"说到预制菜，首推萨利亚，味道对标的是外卖日料店，价格对标沙县[doge]
我在深圳从来没有想过有比肯德基麦当劳味道好价格低的连锁品牌[doge]",191314433,0
17年去上海我舅舅逮我吃过外婆家  他家的红烧肉给我的印象很深 因为吃的时候和我舅舅吹还没我自己做的好吃 hhhhhhhhhhhhhhhhh,375716678,0
下次定目标来个100w我看看能点到吧[doge],429182790,2
别介，我想看王师傅做菜啊，怎么点赞都超20w了[打call],331389826,0
不知道上海有没有田野中餐厅，想看测评,291942164,2
点了 他要给她做饭了！?(? ? ??)??,6599542,2
区区十五万-八个小时的事,13897408,3
看这个点赞量，下期王师傅去新白鹿做一桌子菜,1426324,2
13年毕业旅行时，在苏州时原计划要去外婆家的，结果被排队吓跑了，现在看来，再也不能吃到它以前的味道了[捂脸],17288915,1
毛毛是不是压力太大了呀，怎么感觉有点down呀,25690715,2
这辈子忘不了在杭州外婆家吃的《三潭映月》建议各位怨种可以去试试,92732616,2
我不反感预制菜，但是你成本低应该便宜才对吧,76888205,2
我们商场顶楼，全是卖饭的，商场不让有明火，我心想电磁炉炒菜这么好吃吗，后来我才知道是料理包，不过味道真的好吃，就是肉和菜软趴趴的。,376014661,0
杭州预制菜之都，配合网红带货。双绝,1989422,2
我对外婆家的印象还停留在11年，同事让妈妈下午去取号，我们下班了去吃，那时候是好吃的，只是自己不愿意排队那么久就没再去过,3059118,1
省流：20w赞王师傅会去他不想去的新白鹿+亲自给毛毛做一桌子菜,27426275,1
话说，以前王师傅就没给毛毛做过饭？？。。可怕[doge],30715574,1
下方推荐视频《在越南吃泥鳅要小心》我觉得挺好看的。[兔年],285005660,1
外婆家完全是靠前期价格战把口碑地盘打下来的，还记得1415年那段时间吃的外婆家菜便宜口味也不错。,13266740,0
我们这里的万达里有一家外婆家，里面的服务员都是老阿姨了，说话非常不客气，但不是那种没礼貌的那种，感觉就是回外婆家了那种挨训的感觉[笑哭][笑哭],2026518,0
五年前在沈阳吃过，当时印象还不错，去年在武汉吃的，根本没法吃了已经,376386195,0
点窝蛋肥牛，绿豆饼，有个铁板茄子叫什么名字忘了，反正杭州点菜网上推荐的好多都挺坑的,38788840,0
以前食堂有一个窗口，就是从袋子倒出来的预制菜，居然味道比其他窗口好一些[笑哭],315956945,0
楼外楼是小时候吃的，外婆家是上了大学后就没吃了，到底是谁推荐了这两家餐厅啊[喜极而泣][喜极而泣][喜极而泣],8720662,0
我在杭州这么多年，外婆家应该是10年前味道最好，慢慢才是两极分化，这几年确实一边倒，还不如快餐化的新白鹿[辣眼睛],19806378,0
之前和同学三个人吃了两百差不多一个一品锅吧，后面送了一碗麻婆豆腐巨好吃又点了一个一品锅。。。,101966792,0
这条街的另一头有家叫“芸初”的台州菜馆，味道不错，就是上菜有点慢,476486821,1
今天才知道，这是一家预制菜[藏狐][吃瓜],425338325,2
绿茶餐厅有没有做过   我记得我在京的时候  同事们莫名其妙的喜欢去  当然那都是20年以前的事情了,43542,0
我们这边有个店挺好的 也有特点 快乔西做 有点像自助拿东西 拿完到尽头结账 外面是吃的区域,22956733,1
杭州这边，可以算得上的平价连锁餐厅的一个发源地了，外婆家系为代表的这种的模式很早就有争议了；当然好吃难吃每个人口味不同，我个人是可以接受，感觉大多菜不难吃；但是疫情以来几乎没怎么在外面吃过饭，现在的情况就不了解了。,82103425,0
中国菜的精髓是现炒现做。预制菜再怎么保存回锅在热就很难吃了。。没法和厨子比，饭店一旦换了好厨子就gg了,95264946,1
总有人说便宜还要求啥？就跟钱不是钱一样。,362519850,2
小时候吃过一次！外婆喊你吃饭啦！然后位子特别特别高 小孩很难坐上去 味道记不得了 反正只吃过那一次[笑哭],266894900,1
原来外婆家是预制菜嘛[惊讶]和室友出去吃饭老喜欢去那儿了，便宜实惠,27660293,0
"外婆家十年前无敌，但这三年明显进步缓慢
茶香鸡完完全全工厂出品",397296385,1
15年在杭州外婆家分店吃的东坡肉至今还记得。便宜实惠，味道还不错,72201290,1
鸡肉好。肯定很费米饭,254726274,0
现在很多饭店，都推一个什么30分钟内上齐菜，对不起，在我眼里这是扣分项[辣眼睛],40071734,0
说实话讲，外婆家偶尔一两个人吃吃还算不错，毕竟价格不算贵，味道还凑合，只要不排队就行,4951585,0
可不可以吃知味观 我的梦中情藕[脱单doge],414714884,1
预制菜比小店里卖的还贵就很搞笑,21084906,2
可以接受预制菜，不能接受贵的不行的预制菜,600976,2
"说肯德基好吃不好吃的，你要拿他跟同类的比呀。
同样的预制菜相对于新炒出来的菜对比。
肯德基比小作坊的强，比华莱士强，但是现在手工汉堡的现做的比肯德基不要强太多。",2385470,0
这个外婆鱼头，是现蒸的，不信的可以自己去吃一下,1334791615,0
关于咸淡南北方差异太大了，我一个河北人，出差在南京待了两周，吃了两周的方便面，彻底明白了为什么古代从南向北统一那么难。,269465784,0
用预制菜的店对半是商场分店多，只能用电加热，这种店即使现做也没锅气,27650969,1
为了让王师傅做饭！,26473796,2
我感觉不是因为忙选择预制菜，而是因为有预制菜，所以吃，以前没这东西，再忙也得做饭,245099728,1
以前二三十块是能吃到主厨现炒的菜的，现在二三十块钱只能吃到预制菜，可是大家的工资并没有明显的增长，但是生活质量明显的下降了，这到底是好事还是坏事呢。,6976544,0
他家以前是走实惠、翻台快风格的吧，10年左右在西湖附近一道豆腐三块钱还是很划算的,241380741,0
自家做菜，照着这个数做就行[doge],28886089,1
唉......外婆家去年暑假还很爱吃.......,390369236,0
预制菜如果不是因为价格便宜那就毫无意义,376799595,2
我就是员工，外婆家的品牌很多，除了金牌和杭儿风，剩下的菜都是中央厨房的偏多,441928196,0
老王累了,15418219,2
外婆家就是平价餐厅，价格不算贵，味道也一般般过得去，好吃肯定也算不上，环境还不错，朋友聚会吃吃还行。,286653,1
好希望王师傅能出一栏自助餐系列的栏目，本人一直想去抖音上的海鲜自助，不知道会不会踩坑,2882077,0
预制菜比现炒小店还要贵。也是很离谱,306564290,2
新街口外婆家吃过，麻婆豆腐真的便宜且下饭，已经是6年前的事情了，不知道现在还在不在,491776855,0
21万了，两个梦都可惜圆了~,24715857,0
感觉预制菜和肯德基这类的还是不一样，肯德基里面鸡肉都是冷冻拿去解冻自己腌制然后去炸的,3085914,0
[笑哭]明明离婚了为什么我能磕到，普通朋友这样有点太过了吧。到底啥原因离婚,6007527,1
好像很多人都没注意到一件事情，排队的店不一定是因为有多好吃，还有一种可能是因为便宜，便宜到让人觉得就算不好吃也还算对得起这个价钱，所以我从来不去需要排队的店[微笑][微笑],238955140,0
@王师傅和小毛毛 @炉石棋霸王师傅 15W到了，我想大家应该是最想先看这一期的吧[doge],12162406,0
中餐预制菜很难，中餐讲究火候和做法，你就算把菜和调料弄好不同的人炒出来味道还是不一样，除非做酱肉这种的做好了能真空包装，到时候简单加热或者切就OK的。汉堡薯条说白了温度固定，时间固定，甚至东西都是固定在那里的。,12357045,0
一定要点到15w赞[doge]就想看王师傅做菜[doge][doge],295589185,1
我有一次和朋友去吃外婆家 吃完两个人2小时内拉稀 有一个没拉是因为他一点也没吃那道菜 菜花炒肉片（那个肉片我吃一口就觉得有问题了 后面就没碰 但是就那一片让我拉了 吃的多的大哥出去半小时就寄了[翻白眼]）,279896552,1
哇呜20w了[doge]我都没点赞,1930658612,0
外婆家 竟然是预制菜  我一直以为现炒 或者当天做的,36391823,0
王师傅按照我这个标准来吧[doge],18048429,0
"省流
毛毛：我们下次去新白鹿好吗？[星星眼]
王师傅：我不想去[傲娇]",9119972,1
想问问有没有指路楼外楼那期的，想看看,23966019,0
我还以为是云南这边那家 外婆家的味道 [笑哭]外婆家的味道那家还可以的,11675633,0
"我们广东有句俗语：好多事，就同饭店的预制菜一样，整定噶！
顺带一提啊，如果你一店卖的都是预制菜，那我为什么还要来你这吃饭给你服务费？",1354802,0
深圳KKMALL店，一百块俩人能吃饱，只要保持这个价格和味道，我能一直去吃,1489085,1
阿这…我妈倒是蛮喜欢外婆家的，我只去过一次，有点久远了，味道还行吧，不算惊艳,3517862,0
杭州的。我觉得外婆家挺好吃的啊…（别去精品店）,36281221,1
“做一桌子菜”看成了“做一辈子菜”[大哭][大哭][大哭],376324244,1
外婆家这店18年去过一次，味道忘了，就还行吧,23008572,1
原来这都是预制菜，刚知道，这店里就点过猪肝，麻婆豆腐，还有鸡，不好吃也不难吃，就行了,49628946,0
[doge],11088172,1
来杭州十几年，每次看到外婆家门口排长队都很疑惑[猫雷Nyaru_？],749045,1
西溪天堂啊，那边以前去过几次。早两年有家朝鲜直营店，万秀宫。还挺不错的。你在下面吃，还可以看朝鲜小姐姐在上面跳舞。服务员都是朝鲜过来的[OK][OK],30621615,0
不好吃就对了，跑杭州吃了顿这个，很心疼我的肚子，如果不是因为吃了他，我说不定可以吃到很好吃的东西。,104383075,0
"21年去杭州，吃的外婆家，印象深刻的是有三块钱一份的麻婆豆腐。吃起来真的就是豆瓣酱炒豆腐，浓浓的豆瓣酱味，说好吃吧也算不上好吃，说不好吃吧人家只要三块钱，在商场的餐厅吃出了路边摊的感觉[笑哭]。
感觉外婆家比较适合学生党，价格不贵，还是在商场里，还是稍带一点档次的。有多么好吃算不上，主打便宜实惠。",43100542,0
餐厅使用预制菜并且没有提前告知顾客，算不算欺骗消费者？,397427025,0
这点赞真是快的离谱[洛天依],364642838,1
毛师傅别翻车啊 别啥人都合作了[无语],23367737,0
[妙啊]吃了一次后，再也不去了。菜贵，分量小，味道也一般。,31343380,1
可乐多少??啊，是不是忘说了[大哭],372799161,1
剪辑的确是好,109242036,0
预制菜只要价格合适什么都好说，就怕要预制菜的好处也要手工菜的价格，这不是明显的抢钱嘛,2530102,0
西溪湿地，开了至少10年了！,24510475,0
这店排队人多的离谱。,6550560,2
我记的上次我去的时候，觉得那个鸡还挺好吃的,223840551,0
相当震惊的封面,11705578,0
感觉这家店菜式有点像湘菜的款式。这是家湘菜馆吗？,7124983,0
别鸽就行。阿根廷那期鸽了那么久，也就算了，但是这个再鸽就不对了吧[脱单doge],56429967,1
连锁餐饮最难得不是不是口味好，而是口味稳定（隔壁听来的）[tv_doge],290155291,1
观众朋友加油 我点个踩[打call],35174747,1
中餐讲究现炒新鲜，讲究一个锅气，听起来很玄，但真的是一吃就知道，预制菜就和新鲜不沾边~,382913275,0
东西不太好吃，但价格摆在那儿也就还可以接受，分量也是很足的,228368,1
这家是马塍路上的那一家，作为一个杭州人，外婆家，新白鹿，弄堂里这些菜对于我们家来讲就是啥时候不想自己做饭了去吃个便餐，人均50-70在现在的杭州能有荤有素好好吃顿饭也不多见了。说得难听一点，去吃反而是因为它的标准化，确实不出彩，但是你也踩不了什么雷,31269664,0
曾经我在广州市中心为数不多吃得起的地方[2233娘_大哭]三个普通饭量的人吃一顿人均四五十，而且我觉得味道真挺好了，那可是在天环广场和正佳广场！（不过这两个分店现在已经都没了,1978610,0
新白鹿确实价格低不少，印象里早几年人均四五十。不知道现在怎么样了，感觉这种预制菜够便宜就行，味道的话我这种乡下山猪其实还不咋挑剔的,11816325,0
"19年是预制菜吗，长沙ifs去过几次还不错,跟你说的完全不一样。明天再去打卡一波",40912886,0
所以最后也没说可乐多少钱,49403663,0
感觉这一集的王师傅就是一个努力在老板（毛毛）面前表现的员工。,195283661,0
咸是因为食材不新鲜，必须重口味压住异味，绝对不可能是调味没把握好,13165168,0
外婆家它重在性价比，排队吃着实没必要,26726936,0
预制菜已经进校园了[灵魂出窍],94932704,0
所以阿根廷啥时候去，我记得之前不是说炉石头七就去来着吗,18154160,0
有没有人最近去过外婆家啊，4块钱一小碗的麻婆豆腐还有吗？,480030927,0
预制菜不得不提，吕氏疙瘩汤,318411246,0
杭州是这样的，号称天花板的那几家也就那样，放其他地方顶多算个中上水平。这种连锁的就更一言难尽了,951729,1
已经超过20w了，王哥什么时候把坑填了[脱单doge][脱单doge],205296614,0
原来都是白嫖的，现在我三连了[脱单doge]，快做！！！！！！麻利点！！！！给我做！！！,383613453,0
我去天津恒隆的时候，外婆家的队排的都吓人，然后我去杭州吃了一次，不明白为啥这种餐品会排那么长的队。。。。,39944804,1
点赞50w能不能给毛毛做一辈子的菜[微笑],288571238,1
对他家三块钱的麻婆豆腐印象很深[笑哭]其他就是没啥感觉了,99976975,0
我觉得外婆家还是不错的，毕竟便宜，味道也不算很难吃。,25267577,0
所以到底杭州菜是咸还是没味道，看了很多视频已的说没味道有的说很咸,179449877,0
我问一下  大家对预制菜这东西成本接受大概在多少钱啊。。。不知道是不是品控的原因，我接触到的还不是预制菜，还是料理包，进货成本基本在6-9左右。。。讲真的，这是我接触料理包之前想象不到的价格,352876517,0
如果在北京也是这个价格的话，那我觉得挺值的,385314951,0
我已经吃Orange chicken吃习惯了,74108222,0
panda express油大盐重，味道过重了。,26492351,0
"预制菜也可以做的好吃，只是品控问题
王师傅想给毛毛做饭，不想出去吃",7241035,0
很多食堂都是现烧的菜，虽然是大锅菜，但也很新鲜的,32400443,0
预制菜是未来，但只能是路边快餐，如盖浇饭类。你做的不好吃，拿预制菜在餐厅里卖，你还要那餐厅干嘛？去平台算了,1934917,1
感觉萨莉亚算预制菜里比较好的吧。哈哈常吃,4337455,1
不想去新白鹿(20w点赞)，但是想给毛毛做饭(15w),49803231,1
有一说一，肯德基和麦当劳可能都比这些预制菜饭店的店内加工流程更多,792835,1
中餐不适合预制菜，吃的就是一个新鲜现炒，还弄预制菜。,8965385,0
外婆家味道对我来说可以接受，价格十分便宜，我等穷人首选,15682274,0
外婆家给我的印象就是三块钱麻婆豆腐[doge],384983665,0
晚上7点半，正式达到15W点赞[打call][打call][打call],815199,1
额 还以为是春饼的那个呢 北京西土城那附近有个 春饼的很不错 工作日都中午爆满,6831969,0
疫情前天津这边商场的外婆家还是挺多人排队的,150279,0
外婆家的麻婆豆腐味道不错，3块钱一份（2017年的时候）,50055234,0
已经至少6年没吃过这家店了。以前还不错的，上菜快，价格不高,8271040,0
如果能卖预制菜包就好了，这个价格我也能接受，除了那个鱼头,29162554,0
等一手新白鹿，我还挺爱的,4009458,0
我自己是做餐饮的，说实话预制菜确实可以很快的拓店，但是你的味道那些就是没有现做的好吃，我情愿去吃街头巷尾的小餐馆也不会去商场吃预制菜的东西,298286783,0
外婆家只有糖醋里脊yyds[doge]我每次去必点 其他的都一般,28007214,0
我大一在万象城吃外婆家，大四在金沙印象城吃外婆家，感觉不是一家店。原来不是店的问题，是时间的问题[辣眼睛],395385062,0
外婆家竟然是料理包么，上大学那年第一次吃这种还感觉蛮好吃的，怪不得便宜。。。,51510819,0
半小时不到17万了，大家伙给力喔！！！！！！！！[脱单doge][脱单doge][脱单doge],87500099,0
做菜了没[吃瓜],11596602,0
真的假的？其实上次去外婆家感觉体验还可以哈哈哈,101252197,1
17年去杭州玩吃过，八点多去到一坐下服务员就说他们九点关门让我们快吃，然后菜也是非常一般，对他们印象不好,4220685,0
查了下，广州的外婆家在天河，好远，不去了[叶_晚安],31841585,1
他为了给毛毛做餐饭不去白鹿，他真的我哭死,16033542,1
15年那会在江浙沪还挺多的，和大学同学去吃过还挺好吃，回到广东之后没怎么吃过了[脸红],518836,0
性价比高，还要吃肉，咋不来哈尔滨[脱单doge][doge],623472454,1
为建立美好世界而奋斗！,1178352409,1
外家茶香鸡可以，最实惠是豆腐，最烂是红烧肉，和木头一样，比邵东家和小菜园差太远,694151111,0
13-17年大学的时候吃过新白鹿和外婆家，那时候挺好吃的!现在许久未吃了。,9933254,1
抵制预制菜，每个人都有责任。,23671399,1
以前觉得好吃。现在感觉东西难吃菜品也变少了[笑哭][笑哭][笑哭],551912223,0
干煸豆角，能说出多汁算亮点的，老王只能看一乐了[嗑瓜子],29327789,1
上大学的时候外婆家评价还挺好啊，性价比高，味道也不错。,14423798,0
云南有个外婆味道，比这个外婆家好吃太多，价格也合适,390854686,1
在武汉刚开的时候 还是蛮喜欢的 感觉两三百点一大桌子 味道也很不错 可惜那会儿一起聚的朋友现在不来往了 毕业后也再没去过外婆家了,5221655,0
上大学时候15年时候去吃，排队很久，那时候确实感觉好好吃啊~！！茶油鸡，龙井虾仁，面包新秀啥的。然后前几年去了，我不知道是我吃刁了，还是外婆家变难吃很多了~，不知道大家有没有这种感受？,102465296,0
坐标北京，当时北京王府井新东安商场开了第一家外婆家，那会儿我记得是主打性价比，当时跟朋友俩人去吃，工作日午餐还排队，3块钱的麻婆豆腐有模有样，糖醋里脊是现在的外观，但是味道口感真的还可以，我记得还有一道蒜蓉粉丝蛏子，才20几块吧，量还挺大，俩人100出头吃撑还得打包，但今年年初再去，真的一口能尝出不是新做的，能吃饱，但是真的不好吃。记得小时候，家门口的小店都是现炒的家常菜，每道菜都锅气十足，是家里普通灶台炒不出的香味。现在的北京，麻辣烫、预制餐、炸鸡店越来越多，满街的连锁，能炒出锅气香味的家常菜小店越来越少，难怪都说北京没有美食[藏狐][藏狐],4300557,0
对一个老杭州来说，四家杭帮菜连锁龙头，绿茶、外婆家、弄堂里、新白鹿确实更喜欢新白鹿一点,26245396,0
烹饪中餐菜谱中出现的那个“适量”，就注定中餐不可能模式化,334476,0
破20感觉太简单了，就怕破了20就不认15w的账了，大家要节制呀,44153277,0
我这边的外婆家平时确实不排队了，但是吃的人还是很多，因为便宜,566636,0
中餐的标准真的不适合预制菜，我买过预制菜 价格偏高 味道又偏咸。,6978730,0
讲真的以前辛香汇新白鹿外婆家真的不错而且有性价比高 现在只有新白鹿能吃吃了,16263820,0
口红哪款 好看,18848151,0
毛毛的话也太少了。心疼毛毛，希望快点走出来,19062827,0
预制菜属于刚刚达到及格线，也就比料理包好一点。,4599756,0
这期视频点赞15w，阿婆主去吃王师傅家[妙啊],73286858,1
看完视频涨了五千赞真好玩[doge],11319281,1
性价比很好啊,177266529,0
沙县小吃 走遍全世界 味道都一样 啊哈哈,432462448,1
比如顺风大酒店，也开了好多，每家店的口味好像也差不多,73369403,0
Argentina！,392697060,0
大学的时候很爱吃，这几年感觉销声匿迹了,12241752,0
就冲这简介 我先把赞点了[脱单doge],16287295,1
开头说红烧肉我就想是不是外婆家…果然是…跟我感受一模一样。外婆家的大多数肉菜都不太行，非常统一的柴，但素菜都还不错。外婆家的菜基本都吃过…因为非常近所以一团建就去外婆家…,838878,0
这么说吧那个豆腐一夹起来我就知道完了，后来居然看到剁椒鱼头拌面的名场面。。。,31786508,0
"预制菜首先要价格合适

其次也要味道合适麦当劳肯德基是预制菜 但人家吃着还行啊",2081021,0
想起我们学校的料理包最便宜11快全部给他们赚完了[再见][再见],82527688,0
外婆家确实味道一般，但是胜在价格和环境都不错，总的来说是偶尔还会去的。最坑的是那种又贵又难吃的,382215224,0
外婆家我就去过一次，我这辈子没吃过比外婆家更柴的鸡了...,701394,0
外婆家如果能改进预制菜水平，再降低降低价格就好了,3473453,0
绿茶和新白鹿也是预制菜，感觉就比外婆家好一些,32854190,0
看起来不错[微笑][微笑][微笑],169004144,0
外婆家主要是便宜，环境不错。我记得麻婆豆腐才个位数的价格一大盆[妙啊],3770355,1
所以，可乐到底多少钱[疑惑],339868279,0
新白鹿是真的好实惠，比外婆家还便宜。,1361207466,0
中餐真不适合预制，加热的中餐跟先做的比起码掉两档。,390267620,0
建议和美食作家王刚联动，和他学做一桌子菜[脱单doge],22809135,1
男嘉宾什么时候变得这么太健谈，up主都插不上话了( [doge],486821,1
这不是马塍路上那家吗   从前经常去吃,478106286,0
外婆家是我十年前青春的回忆[藏狐]后面再没吃过了,4201133,0
外婆家不好吃，但炉鱼是真的好吃，每个月至少三次,27195229,1
以前吃外婆家好像有3块钱的麻婆豆腐,303452781,0
我觉得还是挺好吃的…浙江人的胃 在外面也就吃这个了,4850865,0
小时候没有预制菜。,521482530,0
有人说同样是预制菜的萨莉亚难吃吗，没有，把预制菜卖的比人家现炒的还贵，你不被喷，谁被喷呢,12026393,0
我觉得中餐就几乎做不出来一模一样味道的，中餐做的好不好完全看厨子，同样一道菜甚至用同意的食材每个厨子做出来的都不一样。,506770234,0
外婆家的糖醋里脊是在外面吃了这么多年，最喜欢的，只有外婆家的调味跟我爸做的一样，偏酸而且颜色比较重，别的店偏甜的我都吃不惯呜呜呜,22201075,0
刚开始是挺好吃的，基本一说要一家人出去吃，就是吃这家，后来有一次排了快一小时，饿得要死的时候他们端上来一碗只有两片鱼和两张绿叶子的的鱼片汤，一家三口甚至分不匀。之后就再也没去吃过了,1659330,0
虽然我知道都是预制菜，可我觉得那个豆腐报20来块也不算过分吧，我这边随便一个小炒青菜都差不多30起步了,8110558,0
"“逸道”里点赞15w（实际过了20w）的王师傅红烧肉都没兑现呢[doge]
“陈香贵”的商业计划书也没写",147522,0
阿根廷是啥时候出发？,627314,0
??我想带你回我的外婆家[傲娇],42286098,1
13年去吃过，排队还找了几个店,4753572,0
我杭州的，印象里外婆家不一直是快餐/家常菜吗，怎么现在水分这么大[笑哭],12065656,0
剁椒本来就非常咸，王师傅是没吃过剁椒吗,5848215,0
19.9W赞了我不点了，我投币可以了吧,1177044081,0
以前去合肥经常吃，说实话当时还不错，但在我记忆里份量比这多,430206658,0
15w给毛毛做菜，30w给毛毛做一辈（倍）子菜[脱单doge],271881985,1
谁记得外婆家的神仙鸡…配软糯猪手真的好吃,471649151,0
以前排号就听喊号：外婆喊你吃饭啦。,249189993,0
南京大牌档也是这样的,1465681562,0
[支持]高于15w低于20w就好,456246777,1
@小郭同学一米七 快帮我点赞[喜欢],1269614291,1
今日下厨[脱单doge],41182570,0
这期毛毛太想讲话的样子,626970825,0
这视频要是早发两天我就不用踩雷了,485023866,0
新白鹿我建议点8块钱的麻婆豆腐和7块的画眉花生,3200708,0
刚吃完老吉堂的红烧肉，软糯。。真好吃。。,68563353,0
外婆家以前有个三块钱的麻婆豆腐真的很好吃,319279931,1
蒜蓉粉丝虾 桂花山药每次去必点,6469621,0
王师傅这个眼睛不错，特别是这个镜框，特别帅气[doge],35373191,1
名人名家、伊家鲜，都去测评下。,2070504202,0
这期的赞要控制在15w和20w之间[脱单doge],35469863,1
15w真小看兄弟们了，恋综快给我安排！！！,39161792,1
资本的贡献是伟大的，任何一家企业有了资本投入就开始变味，预制菜都是小意思了,10725566,0
可以 王师傅要带毛毛回家了[星星眼],173981800,1
统一味道的应该只有沙县了吧。。,2025031,0
点赞已经有二十一万了哦,10921630,0
支持王师傅做一桌子菜，少于四菜一汤的不能称为一桌子菜[吃瓜],12541324,1
A574号，A574号，外婆喊你吃饭啦,6207820,1
外婆家 除了便宜 么有其他特点。比食堂好吃一丢丢 也比食堂贵很多。,268612779,0
我觉得外婆家的蒜蓉虾和茶香鸡好好吃,319302189,0
我是被他们家服务员的态度劝退的[捂脸],172941870,1
我其实想了解下怎么保证预制菜里面的材料没有烂的霉变的菜。是人工筛选还是都揉到一起先消毒？都说果不榨汁，好肉不做馅。预制菜会不会也是这样[笑哭],591864,0
我们这边的连锁店很多也是预制菜了，比如大碗先生，他最好吃的菜就是预制菜，虽然很好吃，但是有时候会感觉那个肉明显不新鲜,22673704,0
不反对预制菜和半成品，但是你卖现做的价，没人愿意当这个冤大头,24084666,0
哭了，王师傅为了给毛毛做饭，竟然只要这么低的点赞[妙啊],399220335,0
在我的想法中，菜没有预制或者不预制这一说，只有好吃的和难吃的分别。[妙啊],451111928,0
第一句话就猜到了是外婆家[笑哭],91137548,0
10年在一公院那边吃的还不错的，后面开多起来就不行了，现在也就大排档的感觉,264073,0
看到开头立刻出来点赞,7118040,1
好，这下在做完红烧肉以后还要去趟新白鹿,7646632,0
别说15w赞15w币都得投出来,19912311,0
外婆家现在这么拉了吗，七八年前吃过是真的好吃[藏狐],123671515,0
外婆家几年前去吃过。当时挺好吃的，现在变了吗？,446497,0
外婆家以前我上小学的时候还蛮好吃的，后来越来越不行了,22683923,0
这家店不会是紫金港那家吧[笑哭],34689698,0
听话的小朋友先点赞点到15万，然后叛逆的小朋友再补齐5万赞，完美,24478424,1
湖南随便一家非连锁的酒店/饭店都差不多这个价 还是现做有口味,301502819,0
我觉得外婆家挺好吃的啊,50617831,0
毛毛好几期都没怎么说话了，求求下期多说点话,10840285,1
王师傅啥时候去爬爬魔都矩阵,495448375,1
所以可乐多少钱？[微笑],19898113,0
啊这么快，我还想着助力。,376311671,0
我觉得既然讲还是要专业一点，现在美食博主卷的厉害。,323879600,0
北京时间2023年2月25日 19:40:13，已经15w点赞了,28108798,0
几个小的就15w王师傅结婚多年第一次给毛毛做饭，毛毛真的好辛苦好可怜,198772038,0
外婆家我都感觉是基本好吃的，新白鹿是真的感觉无从下口（仅个人主观感受与体验）,315486524,0
[doge]我只知道原来外婆家在我们县开了一年就倒闭了，没人去吃,8417478,0
外婆家，新白鹿都是算便宜的餐厅了啊。。就像老隋说的，菜品要对得起价格就行,3.49312E+15,0
那预制菜有什么品牌可以推荐吗？？？,191017,0
我觉得预制菜只要够便宜够咸最后不恶心，那就可以了,4433167,0
我好像没看到可乐价格？,259951402,1
中餐真不适合做预制菜，日本 美国那些做成预制菜也还行,673925,0
15w赞王师傅给毛毛亲自下厨！一桌子菜！,43309172,0
预制菜就该20，30块让普通人人吃的舒服便宜。,379782,0
说实话，外婆家的价格，我可以接受这个味道的,732523,0
毛毛这期 嚼嚼嚼 好可爱啊[大笑],11080614,0
我好快！快夸我[呲牙],16951668,1
点点点，各位???????gkd，我想看恋综[星星眼],86437686,1
兄弟们给力，已经15w了,10849088,0
感觉以前外婆家挺好的，也实惠[笑哭],385446740,0
推荐杭州酒家,43626499,0
"外婆家就是大变
18年第一次买，脑子里就冒出预制菜这个词，黏糊糊的一大坨。
给上商家留言直接说生平第一次吃预制菜真恶心，商家还跟我嘴硬说不是预制菜",10493999,0
看到一条弹幕说剁椒鱼头最近才放面，我记得零几年就放面了。。放米粉才是最近几年的事情，谁会放米粉啊。,525119,0
预制菜其实真谈好吃与否 还是处于比较好的  毕竟也是一流的厨师选出来的 有些高端的餐馆真的还没预制菜好吃 还死贵,39061878,0
反正我觉得还行，至少平时点外卖送过来比其他差不多价格的都好吃,90038068,0
绿茶还有这个外婆家，我反正是不会再去的,77960615,0
我觉得挺便宜好吃的，而且都是我爱的菜式[脱单doge],4399222,0
"王师傅：因为我不想去。
观众：我们也叛逆",253209983,0
下周就准备去新白鹿吧！哈哈哈哈！,1637747,0
吃了几次，感觉外婆家还行啊[脱单doge],34121379,0
可乐价格没来啊。。。。,523169394,0
我还以为和外婆印象是一家呢,13581193,0
消费水平高了，大家吃了贵的再吃这些感觉不一样了,7975225,0
第一次知道外婆家是预制菜...,17369142,0
王师傅他真的好会啊[脱单doge],289781002,1
[杜松子Gin_ 摇尾巴][杜松子Gin_ 摇尾巴][杜松子Gin_ 摇尾巴],33240983,0
时长是我生日，哭死,54481175,0
毛毛是不是有小毛毛了[兔年],10563348,0
20w了速速安排[星星眼],19218944,0
为了毛毛健康着想，还是不点赞了[脱单doge],2144734,0
外婆家挺好吃的,1958576,0
我这边做的好的鱼头店都是放面的，麦面本身有麦香，还有一点劲道，搭配鱼头的汤汁，鲜香辣，还有鱼头里面的嫩豆腐，感觉都比鱼头本身好吃[星星眼],21201575,0
外婆家味道可能不怎么样，不过价格还是挺实惠的,10005490,0
预制菜走量和便宜就行了，味道只要说得过去就行，肯德基能和蓝蛙比吗？不能的呀,2544051,0
这下不得不点赞了,1915406,0
外婆家有个叫西湖宴来着的,401009985,0
小菜园蛮好吃的,17674102,1
