content,mid,like
我近几天才知道，我711最爱吃的鸡蛋沙拉三明治里面的鸡蛋沙拉，就是预制菜，tb上20块钱一大包，估计至少能做10个乃至20个以上的三明治,181950376,1
我看好多人都觉得预制菜没那么可怕。我就说一点。你随便拿一包预制菜的营养成分表去看它最后一行的钠含量。 04:45 视频里随便截图甚至高达61％。什么概念呢，你一天只吃这袋预制菜不吃别的，你一天的盐摄入量就已经超标了。更何况现实情况是你不可能一天只吃这一袋，你还要吃别的，那么你每天吃的盐轻轻松松超标两倍都不在话下。你还觉得预制菜健康吗？更不用说很多预制菜别的营养成分表里的脂肪或者碳水也是一袋就接近超标的状态，就算不超标这个量也都非常非常高。以截图里这个为例，中午晚上各一袋，脂肪含量就超标了，你再配个米饭配点别，就更超标到不知道哪里了。说难听点甚至不如每天吃汉堡健康。是，预制菜不应该被妖魔化，起码比起食堂鼠头或者是某些外卖店，预制菜是很干净的不会吃坏肚子。但也就仅此而已了。抛弃把这玩意当菜当饭的概念，把这玩意当成软罐头看，才是正确的看法。罐头，偶尔吃一吃，就当吃个新鲜。要是经常吃，早晚都得出问题。,5561516,18
[微笑]我喜欢从人性的角度去分析，人性逐利，所以预制菜上了台面，肯定会有人做更加劣质的预制菜，劣币驱逐良币，如果没有国家宏观 管制，这种效应必定会愈演愈烈。现在很多人在抵制预制菜，好歹还有点作用，会有人去盯着他们，当预制菜成了家常便饭，谁知道里面又会添加点什么。所以不要以为，抵制预制菜就等于没有预制菜，反而是抵制预制菜可以让预制菜的生产以及食品安全监管方面都更加严厉。,301793,0
预制菜本身没有任何问题，可以有效提高菜品标准化和制作效率。问题是食品安全、原料品质的控制和管理。,33071332,1
"预制菜容易吃出来。目前我附近有4家预制菜卖贵的店，已经被我差评了[doge]。
为什么能吃出来？因为味道和入味程度还有厨师厨艺都是有差别的。
有一家最丢人，人才预制煎蛋网上卖4快[吃瓜]，这家已经2分了，但是最近莫名其妙回暖，很怀疑饿了么APP",23064586,1
"现在去商场店百分之80全是成品预制菜，，天了吃死人
店面表面装修好看，菜品通过灯光照射，什么科技料理也能发光发亮，真的吓人",236630501,0
这个龙虾尾我吃过，确实不难吃，和现做的不能比。尺寸比较小。但是确实越吃越带感，味道也好吃。,34874342,0
"本期无广！神之舌真实测评分享，口味仅代表我个人，仅供大家参考！如果大家还想看更多的预制菜料理包测评，记得千万不要忘了一键三连下哦！
注：封神榜>名士榜>凡人榜>妖魔榜",1756223757,8
我不在乎他是怎么做的，只要是卫生的，就行，预制菜可能比现炒的还卫生。,9880839,1
我学校有个食堂窗口  一共不到十平  人家身后就是俩水浴锅  大包的预制菜直接在里面一热往窗口一倒卖就完了  怎么说呢  菜的质量吃着不差 预制菜的商家应该是挺正规的 但是比不过现炒的大锅菜  而且价还稍微高一点,312975724,4
预制菜的问题在于口感偏差，味道偏差，以及部分商家以次充好冒充现炒，安全卫生问题完全不必操心，预制料理包的制作比99%的厨房环境干净的多。,179053508,1
说实话正经牌子的预制菜可要比随便点个外卖干净多了[辣眼睛],27656799,10
这个我必须有发言权……苏州刘庄旅游吃的预制菜松鼠桂鱼。三百多块……,38791362,1603
预制菜没有问题，拿预制菜的成本卖现做的价格才是问题,12301381,9658
现在点外卖真的太多预制菜了，所以我都不爱点米饭之类的外卖了。不过外卖除了大牌基本也没什么好店[微笑],3.46156E+15,1
预制菜一份平均五元其实成本不低，一般餐厅都是提前联系好屠宰场和菜场的，长期合作，原材料成本真的巨低无比。我家亲戚开饭点，一份西红柿炒鸡蛋成本都能压到一块，这预制菜五块，我都不敢想他们会卖多贵。,476594673,1
推崇预制菜的，我觉得真的是现在人懒好不，一个人吃买两个馒头，回家炒个菜都不需要你半小时，要么就是资本带节奏。,22799276,2
预制菜主要是产业不透明，刚生产出来到没事。有些离生产日期有了些日子的你不知道中间经历过多少次冰冻解冻，保质期内虽然不会变质但肯定变味了。我上次吃的宫保鸡丁就发酸。,270402969,3
这个水虽然便宜，但是不难喝唉[doge],1281811300,198
我一个人住也经常买预制菜，主要是方便快捷，不用洗锅碗。推荐买谷言的，大品牌[星星眼],366111581,2562
好多预制菜有个缺点就是高油高盐，要是能清淡点就好了[笑哭],375268823,109
看了半天评论，就想知道预制菜有没有香精，色素，防腐剂，合规吗？大家都讨论的是啥方便，味道，预制菜和手工菜的根本区别是健康吧,181113148,8
我们这外卖第一的一家卖大盘鸡的，店在一个胡同里都是晚上成车的往店里弄原材料，都是冻的鸡临期过期的调料，在外卖平台上因为价格便宜销量第一。,25059002,21
看到还有给外卖预制菜洗地的，先不说预制菜好不好这个事，花20点个外卖为什么不直接去某宝买预制菜，缺他这个加热吗？一年下来的差价够你买好几个微波炉了,44039249,0
还是支持预制菜的，便宜味道说得过去，现在外卖或者在外面点餐好贵，一份蔬菜卖20都算便宜的，加点肉30多。真正抵制的是把预制菜当先炒价格卖，然后就是品控有保证就好，别吃完拉肚子,318873555,178
身体是打工人仅有的本钱了，监管做不到位的劣质食品赚的是命不是钱。现在随便点个外卖就40左右，试想加班本就辛苦，如果再踩到预制菜的坑，是身心双重打击。不过还是感谢up主做视频测评预制菜，我想这不仅仅是口味的问题。,19981073,5
我不是不相信预制菜，我只是太了解我的同胞了[抠鼻],370783163,11
我学校食堂有一部分窗口就是这，直接放在那里让给你看到[笑哭],351891886,249
说真的姐妹们有没有合适的预制菜包，打工人没有食堂真的不想每天点外卖,10401287,161
不管是预制菜还是料理包，不管价格多少，都不如自己做饭香。因为外面的只是便捷，以前吃快餐都是因为没时间或者没法现做，但是现在社会主流就是不管会不会做，有没有时间，一通外卖解决一天的温饱，日积月累下来就是重油重盐重辣，导致身体不健康。去医院反而又是各种受罪，反正就是弊大于利[笑哭],299209624,35
买了某宝两家预制菜踩雷，一家吃了感觉调味特别淡，得两份才能下一顿饭，另一家开了一袋红烧肘子吃，说实话，我感觉酱料比酱油还咸，真的吃不下去,3754772,0
我个人并不反感预制菜，我反感的是那些打的现炒的名号却拿预制菜的充数的,239049408,7
"预制菜确实不应该妖魔化
但是！！！你永远不知道为了赚钱在预制菜搞事情。
怎么说呢，有门店餐馆至少会有一个象征性的卫生许可，总有人 可能 会管着
预制菜就呵呵了，至少没有强力监管的情况 这东西就是赌运气的活",1712214,0
预制菜长期吃会得最恶劣的那种小细胞肺癌，主要要是预制菜里面的亚硝酸盐引起的。长期食用就相当于长期食用隔夜的菜品。希望政府调查检验预制菜里面的亚硝酸盐有多少，伤害老百姓身体赚大钱的行为。等于谋财害命。应该法办。,1679371992,0
这个视频是一个关于预制菜外卖厨房的测评，主要介绍了各种预制菜料理包的味道和价格。视频中主持人对不同种类的预制菜进行了尝试和评价，最后给出了综合评价。整体来说，视频内容丰富，对预制菜的品质进行了客观评价。,1298635838,1
拉泽拉泽，可以测评一下各大店铺的零食大礼包吗，辣卤的，想看看性价比如何，对比单买散件，同种类型啥的又有哪个好，哪个比较坑爹[脱单doge][脱单doge][脱单doge][脱单doge],39094209,1
买过一次预制菜，分量太少，两口就没了，一个人至少要两包才能下一碗饭。也没感觉多便宜，还不如找个快餐店。,1657534,0
"吐槽一下 如果外卖不用预制菜。
那估计这个行业可以倒闭了",386774428,247
昨天点的外卖，一吃就是预制菜三个菜糖醋带鱼，回锅肉，小炒鸡。。。分量就不说了，带鱼就是炸一下 浇点加了糖的番茄酱。。。三个菜40多平均都超10块一份。。利润感觉40%了，以后不点了,2121110757,0
真接受不了外卖点到预制菜，我要吃预制菜干嘛不直接某宝上买，买你的预制菜我还得付新鲜菜的钱，而且不能要求咸淡辣度那种的，有些预制菜真的又咸又辣，难吃至极。,10052402,1
"要是大家放下情绪去看待料理包这个食品工业化进程道路上的存在合理性的话，用唯物辩证法的角度考虑下，它存在和兴起的土壤是足够的。在中餐西餐的区别来说中餐里适合搞中央厨房、预制菜料理包的菜品，从八大菜系里挑，总会有合适的几个并且好控制品质的。毕竟我们不是吃鸡翅薯条那些当正餐的、视频里出现那些菜品多年后估计剩不了多少。

个人感觉举例番茄炒蛋很适合，番茄品种采购，鸡蛋品控也好搞，烹饪难度和杀菌包装那些稍微管控下未来还是可以不用操心太多、至于那个酸菜肥肠简直就是无语系列，2个都很难品控的东西差距多大也确实够客观，何况肥肠好吃的做法我好歹是个川渝地区人士、还是吃过不少，哪怕江油肥肠系列或者这边长寿肥肠的都比什么酸菜肥肠更适合。

我这边重庆的例如火锅系列的早就有自热锅之类的解决方案因此料理包不可能在这类上发力太多，因为商家只需要控制火锅底料和菜品的一些预处理就够了。同理的还有螺蛳粉，没人会考虑买一袋连汤带水的螺蛳粉来加热即食，还是自然会水煮自己加作料配料。

预制菜料理包的工业化发展早晚都要走这些歪路，就是兴起了之后个个老板都觉得有钱赚，小作坊或者法律条款待完善的监管不严，添加剂焦虑新闻多，zf方面想推进一点都难如登天。

我是很期待将来料理包和传统饮食共存那天。各有各的优势，我也不会去买鱼香肉丝麻婆豆腐之类的料理包因为我在这边还有做这个的厨师和餐馆",7648420,1
我去搜了一下天海藏的麻辣龙虾尾，99.9九盒,1969934183,152
预制菜价位差距挺大，麻六记的麻椒猪肚鸡一袋60，这种价位替代不了外卖行业，贵的同时还要洗盘子，都不如自己去饭店吃，我手机搜20块钱的牌子也有，这个行业的趋势看好，和过去的外卖一样，像那些20块钱点三个菜的饭店很有可能就用这个，可以小投一点,520189148,0
"预制菜出现主要是因为外卖行业 
一来是送餐时间太卷
二来是平台抽成太大",7900302,9
不开包装用水煮加热的话，那个塑料袋不会有有害物质分解出来了？,31552252,26
要么重盐 要么重辣 是为了反变质吗[笑哭],92714823,268
曾经点过一份扣肉外卖，问商家可不可以多加点梅干菜，商家说定量的，然后送过来的扣肉很干，干菜也不好吃，后来在某个平台看到同款扣肉预制菜，6.98……然后我点的外卖是48[藏狐][藏狐][doge][doge],1276550957,785
我家这里的小碗菜外卖也是料理包，我和骑手聊天的时候他说麻婆豆腐可能是昨天的剩菜，我直接说不可能，料理包怎么会是剩的，他一开始还不信觉得不会用料理包，结果他去拿的时候，老板直接当当面撕料理包包装[doge],511813530,423
预制菜也不是不能吃，那些军粮单兵食品也是预制菜料理包，只是别一本万利，个位数成本卖20，我学校食堂那些东西我尝一口就知道不是罐头就是料理包，凡事会做饭的人光是看状态就知道这是新鲜食材还是料理包，就这样的东西食堂还卖15，给那么一点，还美名其曰：营养套餐，也就可能蔬菜之类的能是现做的，其他的能代替就代替,356780642,1
其实问题不在预制菜，而是用预制菜包装成外卖赚黑心钱的商家，反正这玩意我不抵制吃，你别中间商赚差价就行，那就是另一个性质了,295184746,1
怎么区别是不是预制菜呀,646155045,325
预制菜没问题，有问题的是我点外卖就是要吃新鲜的，结果花着现制菜的价格去吃预制菜，那还要外卖干什么，直接买预制菜就行了，还便宜.,252032952,0
预制菜对不会做饭的人来说还是挺合适的，买来自己做就还行，只要是合格品，总好过天天煮粉或者点外卖,502056458,343
怎么感觉就属于隐藏带货呢 前几天铺垫从龙虾开始的几个 也没遮着品牌 就想让大家去购买,3539497,1
植物油是什么油？这东西你别看一级配料表很干净二级是什么科技产品上面是不显示的，能自己做尽量自己做饭。,3478031,2
我刚点了一份小炒黄牛肉盖饭…………,358140886,4
不反对预制菜，本质上方便食品都是预制菜，问题在于有时间的自己做更好味，没时间的点外卖就行，再省些速冻饺子、方便面。所以，预制菜到底谁吃。[吃瓜],1827132532,0
我确定在学校食堂吃的不是预制菜，因为每天难吃的程度还不一样，盐的把控更是糟糕[妙啊],16492604,19
预制菜感觉还可以啊，肯定比不过自己买菜做饭，但是现代人都比较懒，哪能天天自己做饭。一般正餐我用三包加上米饭才够吃，加餐（比如晚上饿了）一包就行，米饭都不要直接吃,7902711,0
我一般点的都可以确定不是预制菜，因为我喜欢徒步出去溜达，就看着高德地图角落去点亮的那种，然后就经常能路过那几家店，就会看一眼。,401893703,1
手机刚刚做到全民普及（从城市到农村）的时候，大家都说手机放在枕边会影响大脑健康。,366132171,1
我能接受预制菜，但是接受不了无良三无的预制菜，当食品安全没有解决前，预制菜就是扯淡，到时候必定垃圾无良预制菜横行天下，然后口碑崩塌老百姓不再相信,6193049,1
所以吃外卖最好是先实地考察一下，能配送的基本是不超过自己住所几公里的范围实地考察一下总没坏处。我大学的时候就是考察外卖饭馆的时候发现了一家很好吃的土菜馆，从此宁肯多走那么两公里的路也要去点个小菜吃，比外卖便宜吃的还饱还干净新鲜[doge],34127618,0
目前中国的预制菜市场服务的对象具体是哪些？预制菜的安全质量程度究竟如何？对预制菜在市场（餐厅，学校，外卖）等的普及达到了什么程度？中国的预制菜市场未来发展趋势是什么？,1186472635,0
料理包、预制菜其实都没什么问题，就和方便面一样，食材干净什么问题都没，就是因为有人说了不好的预制菜问题才掀起抵制预制菜的风。预制菜如果用正常的食材干净处理，预制菜也没问题的，怕的就是无良商家,1244159138,25
自己做饭才知道，想要做到和饭店一样好吃，得不要命的放油盐辣椒调料，放少了就像是水煮的一样，尤其火还不行，味道更差了..........,23580480,2
"预制的龙虾尾我吃过一次，当时吃着还不错的说??
但是之后尝了一次预制的豆腐泡，捏妈妈的，馊了，一股子酸味儿??
怎么说预制菜也有优有劣，还是得自己判断??",604269414,34
主要是这些玩意本来便宜，却当现做现卖的价格卖，这不暴利吗,269118834,290
主打的就是真实嗷，up你说好辣的哇，让我来试试辣不辣[脱单doge][脱单doge][脱单doge],111637505,3
我们学校有一家外卖店叫米小fu，饭堂稍微去晚了就是冷的，所以我还挺爱吃这种小碗菜的，直到有一天tb给我推了叫米小fu的预制菜,178515102,5
这玩意在西方叫肯德基和麦当劳[妙啊],40045884,35
四五年前吃过淘宝的一款料理包，是鱼香肉丝那种，但是吃着真的不太正宗。如果不是自己一个人工作要省生活成本的话，谁愿意吃料理包呢？使用料理包和预制菜这种本来就是不可避免的，不知道有些人在妖魔化什么[无语][无语][无语],13437014,0
我感觉我们这边盖饭，小碗菜的外卖百分之七八十都是这种，那个味道一口就尝的出来,519524743,0
离谱的是我去小区门口的饭馆吃饭，要了份梅菜扣肉盖饭，他当着我面把这包装的倒在饭上，18一盘，关键跟菜单长得上也不一样，全是肉丁，真的无语,303152353,1
就这些料理包的质量不如吃方便面，我觉得大部分人都不会回购，用这个做外卖感觉太坑人了，都不是价格问题了,347034433,43
我是洲际酒店的员工 我们酒店的点心就是样品[笑哭]一份点心88 而且才三块 臭鳜鱼其实根本不臭 使用的那种臭味的大料 做出来 吃起来口感很好罢了[辣眼睛][辣眼睛],297133437,6
“警告！警告！”兰博红温了[doge],1101870214,8
预制菜好吃！希望多多推广，大家一起吃,476306906,8
预制菜偶尔吃吃还行，如果以后预制菜普及，你天天吃，顿顿吃，你能健康么？当然，有钱人和让你们吃预制菜的人没事，因为他们没必要吃预制菜，以后现炒菜都是有钱人的私人厨房。而普通打工人，中午工厂食堂只提供预制菜，你不吃也得吃。,687368051,0
感觉平时买一些放在冰箱里冻着偶尔吃夜宵或者没时间或者不想做饭还是可以的，比泡面健康和有营养些,412629238,5
买了几次up推荐的东西我真的是十分佩服up主，到底是什么样的嘴才能什么都吃的津津有味[笑哭][笑哭][笑哭][笑哭][笑哭],9287686,26
"要是清楚说自己是预制菜，卖的便宜点，店里也干净，估计我真会买
毕竟学校和公司连煮料理包的地方都没有",121955405,2117
我身为一个厨师看到这种预制菜不知道该笑还是该吃，预制菜本身成本极低和现炒菜品几乎没法对比，口味口感犹如一摊烂泥，偶尔有几个牌子的还算可以但那也是九牛一毛,1136166552,10
我学校食堂全是料理包，一顿还得小20，大一的时候没钱了干脆买了一个月的料理包吃，有一说一有些蛮好吃的，有的直接吃起来和食堂同款，不过料理包一顿4块热起来也方便真蛮不错的（仅限自己买，食堂给你料理包卖现做的价真的恶心人）,275582473,20
以前家里面的剩菜不就是预制菜么，不过是家里面的剩菜没添加防腐剂和科技。[doge][doge],49705925,20
按理说只要材料和制作合规应该是没问题的吧,27660214,15
感觉预制菜会越发被大众接受，不好说这玩意儿，现在外卖百分之80都是预支菜，说不说明自己买的时候也能感觉出来，理性是想抵制预制菜的，但是环境不允许，只能说对厂家不报期望，用料质量不敢想,29591413,1
我都习惯这种预制菜了，肉沫茄子加4两米饭，米饭还是正常的米，不是自热米饭和南方的那些米，味道也一般，比较咸，外卖我5块钱，这价钱卖就卖了。,104407334,0
你怎么知道我们学校吃过期一两年的预制菜????,516970067,288
去某多搜了一下同款[doge]拉泽哥确定不给它要广告费吗[妙啊],314799160,1
这不是料理包吗？，切配打包的食材才算预制菜吧（要自己开火烹饪），当天的。料理包零下18冻上个三年都没事甚至更久！预制菜好像至今也没有什么标准。[吃瓜][吃瓜],378603435,1
点外卖的时候，那些店铺名字标着现炒之类的，我一般会问一下，可不可以不加辣椒？可不可以不加蒜？一般可以的，都应该不是预制菜,169493255,7
现在几个资本投资大鳄都在进行预制菜投资！哎~他们的嗅觉预示着快餐餐饮已经来到了预制菜的时代了！,597288865,2
你是不是没吃过调理肉？这个恐怕将来会大量出现在预制菜里面，加了大量保鲜和保水添加剂，肉放多久都看着倍儿新鲜，只要加上口重的调料，就能把它本身那股子像铁锈一样的味盖掉。,1317938,1
预制菜也得看是谁做的预制菜。仅仅出于我个人口味问题，我对很多人吹的一些地方特色面条其实并不觉得有多好吃，反倒是和府捞面30多块钱一碗预制菜面条，我挺乐意花钱去吃的，因为它对我来说就是好吃,5418814,1
预制菜有中间商赚差价，性价比就下去了，而且随着三高年轻化，重油重盐甚至重糖就劝退很多人了,514109918,21
忽略看了下配料表（02：49）发现没有那么多科技，如果食材用料正规的话，个人觉得，这类预制菜毫无问题。,34860179,7
每天花个半小时去附近的小炒店里点现炒的菜不好吗？就这样我家里人还说不健康，不卫生[笑哭]自己做才最健康放心，我家亲戚都这样，连我大伯现在年纪上来了，在外面做工都回家自己炒菜，说外面的炒菜不健康,33025251,1
预制菜顶多就是难吃...谈不上不干净，工厂的环境不比一些小作坊外卖店好？,4093119,2
预制菜是挺便宜，但味道一般般，没时间钱不多的人可以考虑，本来我以为预制菜挺便宜的，直到我看到超市门口0.29元/斤的白菜和各种几毛钱一斤的油菜花菜什么的,164008437,7
"去看了下龙虾尾,好家伙现在99.99包了,这个份量这个价格搞得我都不敢买了.......",12467953,1
麻辣龙虾尾我经常买。。。。加热完了之后汤汁倒出来收一收拌面吃 。值得窜一次稀,669770177,1
预制菜没啥事，配料表干净，保鲜主要看包装，但是我点的三十块的外卖，给我整几块钱的预制菜我接受不了，自己买了吃可以,398060716,0
"有些预制菜还是可以吃。但最好挑牌子大的，别贪便宜，贪便宜大概率被坑，本来预制菜就不容易味道好，再来个劣币驱逐良币，那真是妖魔乱舞了。
我曾经买过10包各种便宜预制菜，只有5包差强人意，其余5包都差评。",259801553,1
预制菜说白了，目前为止还处于一种不坑穷人的状态。低线城市卖这个亏本。便宜的外卖，用了这个也不亏。,133231003,0
早就有预制菜了，大概六年前，我在北京一个网吧上班，员工餐就是一袋菜，成本估计没多少，然后在店里面卖二十块钱一份。,66458735,1
第一次这么早[doge][星星眼][吃瓜]，看看能不能蹭到点赞,373160343,5
十年前就在吃的军用自热米饭也是预制菜，真没必要妖魔化，健康卫生营养就行了，口感是最没用的东西,256771447,0
以前名字叫料理包，现在名字突然高级了叫预制菜,34650854,12
预制菜真好吃[给心心],527496672,1
"预制菜在我看来和方便面没什么区别
主要还是要加强监管，让流入市场的预制菜能保证食品安全",205364469,0
其实我觉得预制菜没什么不好，我自己有时候在家懒得做饭也是吃预制菜。我不能接受的是我拿着吃炒菜的钱买到预制菜外卖。,297151624,0
"就着价格也不行啊，工业品不应该更便宜吗？
我学校一楼通用档口五块一肉一素一份米饭5块4，虽然不是现点现做，也是当天炒出来的。现炒的一楼外包档口也就七八快，一份菜比这多多了。
二楼就不说了，富人餐区，没吃过几次",23530264,5
寿司这类的都有预制菜了，在网上找工作看到一家店说加热就可以了，只招聘下午到半夜的班，,2021787171,0
预制菜，番茄炒蛋是真神，可能是这玩意比较适合这种制作方法？ 反正买过很多次预制菜，论好吃程度，我目前没遇到过可以超过番茄炒蛋的。 而且还便宜。,8898097,0
预制菜没问题，品牌没问题的话其实不会不干净，只是我买的是炒菜，你拿开水烫了就给我是不是觉得我是沙币,37203581,2
那些说没有防腐剂怎么保存12个月的。我就很奇怪，这玩意是软罐头啊，高温灭菌无菌灌装的，为啥不能保存12个月,4572993,0
我不排斥预制菜，但担心制造的环境、选材质量、食品添加料，听说这东西学校也在用，学生长期吃添加剂真的没问题吗[笑哭]，我不懂这方面的，但我知道不选三无产品，不选小作坊，选那种大企业偶尔吃没啥问题，出了问题找他们也好找毕竟嫩大个企业又不长腿[doge]！还有就是食堂大量的预制菜，外包装塑料袋肯定比以前的现做的厨房要几何增长的吧，环保是一个大问题，不会直接扔垃圾站就完事了吧，包装袋算是塑料的一种的，这东西要自然降解的时长很久，是要专门回收去打包压缩送到处理厂的！收费站又不收塑料袋，所以还是要花钱找人处理的吧[doge]，我不认为有哪个承包食堂的老板会做到这点[doge]！,48242385,0
感觉也不便宜啊，一斤猪肉几块钱，一斤鸡肉也有几块钱，好点的十几块，如果是冷冻的更便宜，土豆几毛钱到一块多钱一斤，很多菜也是几块钱一斤，要制作出同样的份量的产品，折算起来这料理包还真不一定有现炒大锅的便宜。当然好处就是方便，不用怎么考虑剩余，毕竟点多少单就弄几包，比起一大锅有时候不够卖有时候又剩太多，确实能省心,278948896,4
健康的预制菜完全没问题，甚至比一些黑心商家好，就是一个速食包，但是可恨的是现在太多商家拿着预制菜卖现做菜的价格，消费者没有知情权。大多数人把去餐馆吃当做平凡打工人生活中的小奢侈，为的是犒劳自己一顿，可花了几百块钱吃自己几十块钱就能买到的预制菜还被蒙在鼓里真的会让人很难受,525216102,1
这价格，我心动了,6952601,3
阿这 04:19,365864747,2
感觉预制菜共有的特点就是酱汁和香料多，做法以焖或红烧为主,411987417,5
大肠光滑的一面才是内壁，有油脂块的是外壁，馅一般是很难有的，但是油脂快中会有黄豆大小的淋巴结，九转大肠里的馅应该是淋巴没处理掉,34919504,0
弹幕给我整笑了，人家刚从热水里拿出来我就看见上面飘过加热了吗。,100112,1
现在预制菜市场鱼龙混杂，各种杂牌大厂小厂群魔乱舞都在分市场一杯羹。在看不见的深加工内部，食材品质、加工卫生都令人堪忧。,17842939,0
