content,mid,like
可以了，我上次点外卖，直接给我送的是加热后的料理包，商家甚至都不给我装下。,1257018343,9
"我要说俩点：
1. 大家讨厌预制菜 不是环境不卫生 食材不新鲜等问题，而是预制菜卖出了现炒菜的价格，还声称自己是现炒的。
2. 小碗菜店里的菜是现炒的 大多数都是提前炒好放保温箱里，供大家自取。有时提出要求他们也办不了。",13019799,0
就算不是预制菜也是提前炒一大锅，一份一份炒也不现实，本来薄利多销，厨师撑死俩，锅翻冒烟了也炒不出来[笑哭][笑哭]，别问我为什么，我就是厨师,650464944,3
辣子鸡不让放辣子很难让人觉得不是故意来找茬的[怪我咯],275882300,1144
像我，就买煲仔饭，或者粉面，是有店面自己吃过，店铺有厨房看着厨师做的餐厅。,15889389,1
其实正经的预制菜感觉还好，一般不放防腐剂冷冻保存，隔夜或者隔天就处理掉，像李先生的牛肉就是这样，但一般小店不规范预制菜厂家不可能做到这些，他们的标准是只要吃不死就没事。,299326832,1
辣子鸡不要辣椒，老板多半是感觉遇到找茬的,166820765,1111
辣子鸡不要辣椒叫炒鸡肉，辣椒炒肉不要辣椒叫小炒肉，这，，，，，，就很难评。就跟炒鸡蛋不要鸡蛋一样，我觉得辣子鸡和辣椒炒肉可以不要肉，这样商家也能做,3955399,2
老板来一份炒黄瓜炒木耳炒胡萝贝炒鸡蛋，再来一份木须肉[吃瓜][吃瓜][吃瓜],350629600,1
有没有可能人家就算是预制菜店里也会有炒锅呢，你点番茄炒蛋就太简单了，他肯定能现炒。我估摸着番茄炒蛋商家还是没必要搞料理包吧，料理包估计都跟现做的价格差不多了，他肯定会现炒,437794870,2
中餐馆可以用这个办法，但是小碗菜这个没用啊，虽然人家不是预制菜，但是是大锅炒，小碗分，也没法定制，除非定一整锅。,1019157777,1
小碗菜，一般都是大锅菜吧，分量那么少总不可能每份单独炒吧，线下的有门店的小碗菜也都是大锅菜，改不了口味的，“预制”菜其实没问题，真正应该抵制的是料理包。,178019479,1
预制菜一荤一素加汤带一份米饭通常在10-20之间，这个价格现炒基本只能点个素菜了。我一般点单都会在地图上搜一下这家店，找得着门面才稍微放心点。而且一般和同事拼单，这样能多吃一样菜，毕竟正儿八经的炒菜一份就够吃了。不过有条件还是希望能自己做或者到馆子里吃。好怀念小时候回家就有饭吃啊，现在午休都要掐表整的像监狱防风一样真难受[大哭],14309419,0
专家：隔夜菜会产生亚硝酸盐，会致癌。预制菜是健康的,504298770,17
"小城市还是有一部分小炒店有厨师现炒的，吃菜里面的青菜就能感觉出来，比如辣椒是脆的，兰包粉丝里的包菜还有点生，我吃包菜是要完全炒熟炒软的，红烧肉有嚼劲，瘦肉。
其实最简单的办法是，如果这个店有加一个煎蛋的话，点一个煎蛋就能分辨出是现做的还是预制菜蛋，哈哈，吃货的相信我一说就明白。",2868229,133
其实是不是预制菜没什么差别，你点外卖付的钱很大程度都是店家房租和水电的钱，食材和人工反而才是最廉价的，所以如果想要吃的便宜可口，我还是推荐各位自己买料理包或者自己做饭，你点外卖在没卷的情况下注定便宜不了。,66414526,1
不知道为啥，很多人都说预制菜里有科技。其实在正规厂家购买预制菜的话，是不会有各种奇怪的东西的，预制菜，假如说明的话是没有关系的，假如用现炒的标签卖的话，那就有问题了。,3.49308E+15,3
这看出来个毛啊，不能改口味的不一定就是预制菜，比如炒鸡，炖菜，商家不可能你点了现给你炒一份，大多都是早上提前做好一锅，你要了挖一勺给你热下，这个也不是我们说的那个“预制菜”,79638344,277
我平常兼职送外卖，我后来才发现我点的很多家我平常爱吃的都是小作坊，甚至有些店我都找不到具体位置，打商家电话才摸索进去的，而且很多小作坊在外卖平台不止叫一个名字的，可能三家不一样名字的店铺是同一个作坊出来的，后面我就只吃有堂食然后也送过单子的觉得不错的店铺的外卖了,65562582,0
你这方法不太行  口水鸡和鱼香肉丝的方法比较正常 辣子鸡不要辣椒 肥牛饭不要洋葱 这属于纯找事 西红柿炒蛋和酸菜鱼99%不是都没必要测,7124568,957
这样点菜，我想起了鲁提辖拳打镇关西…[doge],381379376,62
没法判断的，现在好多预制菜会搭配新鲜蔬菜回炉炒一下的,831068,509
[吃瓜]从疫情那几年到现在，我家里冰箱冻的一堆，都是京东冷链发的，挺好吃的，也不便宜，十五六一袋，,158127746,58
合理调整口味能让大鑫瞠目，让人不禁感叹，就像演员不用替身歌手真唱能被传颂一样[笑哭],9984134,30
小碗菜就是盒饭店，我们这边都是有实体店的，可以去店吃，进去一看，和盒饭店的唯一区别就是盛饭的餐具不一样[笑哭],54242593,1
"预制菜他还卖那么贵才是挨喷的原因，其实我还挺想买点原料好的预制菜自己吃，馋啥了就整点儿，方便又便宜[脱单doge]
在家的时候我妈做菜总剩，一道菜能反复热连着吃好几天，所以我对菜新不新鲜一直没啥要求[喜极而泣]",1530020770,51
辣子鸡不要辣椒是什么买饼哥们,199743406,132
首先 预制菜不一定是整包做好封一起的 也有那种比如酸菜鱼 鱼跟酸菜分开包装的那种。不想要酸菜他可以不放 还有你想要辣 预制菜做完放点辣椒就好了 多简单的事。而且预制菜没什么问题 味道也还可以 只是缺乏监管 而且卖的太贵了。还有一些快餐店是大锅菜 你点了他最多帮你挑出来 真的不能清晰的分辨是不是预制菜 这个除非你现场去看后厨不然也没办法的,20286550,0
那天点了个香辣鸡腿饭，备注鸡腿微辣，店家打电话给我说调不了辣度，鸡腿是外面买的，我说要不要这么诚实……,95256066,0
不是，这个视频的目的是什么？我觉得除了这种很折磨商家以为能看出什么？怎么可能现在都是现炒一份一份给你？生意不做了吗？那别人大锅炒好的也做不了你口味啊？有些有脾气的商家可不可能单独为了你重新把你那份回锅。再说预制菜也可以回锅,21919468,0
预制菜让我们对自己吃的食物没了知情权和选择权，卖预制菜的要是都标明写好预制菜，然后价格也是预制菜的价格，其实没人会去抵制，就像泡面，有需要的人还是会买，感觉国家可以立法了，这属于欺诈,27457057,0
料理包是什么东西我不知道，但预制菜我是知道的，其中一部分是没做好的，比如酸菜鱼、金汤肥牛等，酸菜鱼里面是鱼片和料包，加水煮熟就好，另一种是做好的，比如梅菜扣肉等，只需要蒸锅加热就好。所以说从能不能微调判断是不是预制菜是不太准确的。,50249481,1
聪明人都不抵制预制菜，抵制的是预制菜的东西给你现炒的价格，6块钱的预制菜卖你20，这种是聪明人都讨厌的，学历越低觉得预制菜才有问题，正常的东西还有问题??,1298110732,92
那种菜品单价高但评分不高，出品不稳定的店，反而最有可能是现炒菜[笑哭],13538534,2
肥牛那个不太准确，因为商家做肥牛，不可能是来一份订单现做一份，是提前备好，放在那儿的。即便是吉野家和食其家这样的店也都是这样操作的。,76559430,3
跟着科技吃大鑫,3.54656E+15,47
不好判断的，应该工序越复杂，预制得越多吧。不能改口味也并不代表就是料理包，也可能只是大锅做的而已，这样成本才压得下来。其实小炒现做，同地段那价格普遍比料理包或大锅菜贵一倍以上[嗑瓜子]。。。区分是不是只做外卖店倒容易，饿了么看看图，美团看到店评价。有条件现场去吃，看看外卖咋做的咋取餐的。,28791942,0
辣子鸡这道菜吃的就是干辣椒炒，你别的菜都还行这个菜不要干辣椒只能说是你挑刺了有点,354820825,15
你说的我很认可，但是视频里那些菜都不炖菜炒鸡啊，不都能现做而且都是现做才好吃的吗,351675058,0
预制菜主要是监管和法律等不完善。其次就是我吃预制菜可以，你保证卫生等等应该保证的东西。或者明确写出是预制菜（虽然不可能）。最后就是我不能花着现炒的钱吃着预制菜，就像蜜雪，价格明确说明了我就是兑出来的。我不嫌弃你穷，你别嫌弃我科技,410934515,1
现炒也可能是抄完了或者做好了卖的啊[笑哭]还会有接一单做一单的店嘛[笑哭],348865590,107
大城市吃罗森 还有一个大小城市通用的 去那种拉面店有卖盖饭的 绝对有厨师炒 因为我每次吃盖饭 味道都不一样 [滑稽],2851339,0
我就搞不懂了，你预制菜就预制菜，很多外卖店给自己标注个现炒爆炒干嘛，遇到较真的顾客去工商管理局说你虚假宣传罚不死你,398208288,2
感觉就跟以前的科技节奏一样，烦的不是科技料理怎么怎么样，而是他用了那种便宜的科技还要买那么贵,70849955,11
我家旁边的小区就有一家小碗菜，倒不是预制菜，因为里面都是麻袋放的西红柿土豆什么的，但是玻璃什么的黢黑，也没有堂食就是专门做外卖，脏脏的。,288559510,1
快笑死了哈哈哈哈。说实话现在大部分外卖都是预制菜，但是最烦这种是预制菜不标明的。就好比公厕你不标男女一样。消费者应当有知情权[大笑],505925211,10
当骑手就知道月销几千的绝对是 因为我们过去就直接拿到就送了 现做的哪能这么快啊 想吃现做的基本就是炒菜 相信我销量千?的绝对是预制,24017074,34
还是不放心是不是、自己有空去实体店看看就行了。没必要这样诋毁预制菜。我就想问、如果、很多店铺为了提高出餐率、提前做好很多菜的工序、你下单、只要炒就行、甚至你说的鱼香肉丝、辅料、都是红萝卜笋黑木耳都是一份一份提前一小份一小份拌好的。就算是你点餐时候让他们去除、如视频中的、就不给你搞、你这样你也认为是预制菜嚒？去实体店看看就行。预制菜、可以用、他是符合国标的就行。其余就看你自己选择了。,491275554,1
小碗菜这种就算不是预制菜，我家这也没办法微调，因为其实他们是提前做好的，类似盒饭那种，给你打一小份而已[笑哭],28934304,0
辣子鸡不要辣椒???也是太抽象了，在我们东北，店家可能觉得你是在找茬[滑稽],293795884,11
我家就开店的 只能说碰见这种备注都不带管的   一锅炒出来分好几份装 就不可能给你微调口味 只能做到给你挑出来一些东西,435405215,2
"像是你点的番茄炒蛋那种, 普通的圆盒子方盒子装的大多数都是有线下店的, 所以就买这种普通的包装就行, 那种精心包装的 , 大多数都是专门搞外卖的, 就会有大量的料理包",38483070,0
我初中时候 一个同学跟我说他饿了吗点外卖只点xx家的便当 那个时候网络点外卖还刚刚兴起   包括我还在用电话叫外卖。然后 同学点的那家店还挺贵的 一份得四十 然后我周末去上补习班 特别好奇楼旁边烟雾缭绕的是做啥的 进去一看 好家伙 跟煤矿一样 墙都是黑的 各种动物 猫啊狗啊 还有跑过去的老鼠 我差点吐了 招牌就是xx家便当,3.46157E+15,0
讲道理，要是真点到预制菜，我可以给差评吗？还是说默认预制菜是可以的？,12630294,8
最简单的就是打开饿了么，然后点击 商家，点击图片，一般看见环境好的都没什么问题，要是怕预制菜，也可以看出来，并且外卖干不干净也能看出来，最后在看一下评论，差不多就可以知道这家店是做外卖的还是做堂食的,1119572016,178
最简单的方法:骑手帮我看一下[doge],1622346409,17
浙江这边可以看到厨房监控  我都是看一下是不是后厨现做的在下单,455584744,14
我单位附近有个小饭店，明厨。厨房就用一块大玻璃隔着。点个宫保鸡丁，鸡丁从冰箱拿出来切好的，胡萝卜切好的，黄瓜现切。然后下锅。除了油炸花生米，其余都是照炒。这家店，干净是真干净，难吃也是真难吃。家楼下有个快餐店，当着我的面，打开了一份料理包，微波炉加热给我了。该说不说，这个料理包还挺好吃[笑哭],23288366,0
辣子鸡不要辣椒，属实有点，老婆饼不要饼呗[doge]叫你不要的是配料，不是主材[辣眼睛],54242593,2
"辣椒炒肉，只要肉不要辣椒！
鱼香肉丝，不要红萝卜和木耳！
口水鸡不要芝麻！
别说是不是预制菜了，不是预制菜，这厨师看到这要求都想给你加点料进去[笑哭]",1164416312,4
不是，这肥牛饭就算是店里自己做的，那也是提前做好了一锅温着，怎么可能每次有人点餐先做这么一点。,96255547,0
我老爸以前是开饭店的，说实话有些不严谨，我们家做的是现炒的快餐，但是因为有些菜食谱是不一样的，我们为了节省时间会提前腌制好，比如说酸菜啊，或者是猪肝这种，需要提前腌制的，有人点我们把它从冰箱里面拿出来然后现炒，所以其实这种方法并不能就百分百说明你就是预制菜[doge],1674399336,1
我一直是不反对预制菜发展的，现实中很多食物很多都是预制或者半成品。我感觉不行的是自热米饭这种方便食物。如果食品工业一直停留在自热米饭、卤蛋、泡面香肠这种水平，才是要完了。,352174884,0
按这个要求，大店是不会接的，都有出餐标准，有的要求太离谱了，宁愿不做这个生意也不会自毁招牌，万一是搞事的，能给店家恶心坏,19621581,15
快餐都是一大份提前做好的 外卖一二十块钱想让店家给你单独炒一份是在做梦吗,35948313,2
我在快餐店干过，番茄炒蛋很少有预制的，因为预制的颜色很难看，口感还差。另外，一般肉类预制菜比较多，蔬菜预制菜比较少，因为肉类冷冻保存之后的口感变化比较小。,392807289,5
我是江苏省盐城市射阳县的美团外卖小哥，99%是现做，因为现做成本比预制菜低，现做赚钱更多。。。县城的单量用不到预制菜。大城市每个月几千单上万单的商家大概率预制菜，但我这边大多都是一个月30天500-1000单。,406871367,0
等一下，酸菜鱼预制菜，我记得辣椒包不是单独的吗[doge]，你这个备注不到位啊,390260517,9
看店铺的店牌跟桌子 厨房 还要看店铺是不是在负一楼 或者2楼 在负一楼或者2楼 看是不是商场 没有店牌 跟厨房环境 想都不用想 就是料理包  我就是骑手,3.54658E+15,1
个人感觉是不是预制菜看一下评论里拍照的包装就可以了，正经的现炒饭店肯定会用最普通的包装盒，那种花里胡哨的包装盒成本会变高，正常饭店肯定不会用啊,388498717,1
辣子鸡不放辣椒那不就是炒鸡肉[doge],4100745,1
我在曼谷吃中餐都吃到过梅菜扣肉的料理包，一份400泰铢，约等于80块rmb买个跨国料理包，哈哈,12303498,1
根据本人点了几年的外卖经验来看 还有一种分辨预制菜的方法 假设你的地址离店家500m-2km 下单之后到外卖员送到你手里的这个时间很短（低于35分钟左右）那基本可以确定这是预制菜了 但等的时间太长也未必不是预制菜 看运气,1481188818,0
以后预制菜，把菜和调料分开放。,25857126,1
小碗菜真的百分百是预制菜，只不过分店家自己弄得预制菜和买来的预制菜，小碗菜我很难想象他会现做,35901140,0
如果你介意提前炒的1：品牌连锁店的套餐都不用点了，一锅十几份不可能给你微调。2只做外卖商家也可以不用看了，虽然不是所有都是现炒商家估计会和外卖员打起来出餐太慢了活不久。找有店面门头照片的有堂食的商家。一般外卖平台抽水25%左右，自己都不想吃亏就别想别人吃亏了。一顿饭十几二十块就别挑了。有米的点俩菜配送员都有补贴。就像内俩西红柿炒鸡蛋一份二十多。平台抽水去了都有利润肯定有求必应啊。,108277204,0
